",customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate"
"58101,gravatai,RS,2018-05-28 18:16:19,2018-05-28 18:36:12,2018-05-30 13:54:00,2018-06-14 00:19:36,2018-07-16,4,,,2018-06-15 00:00:00,2018-06-18 12:51:38,2018-06-11 18:31:52,99.9,18.58,56.0,287.0,1.0,250.0,1,credit_card,1,118.48,maringa,PR,computers_accessories,Electronics,4096.0,49,17,15,OnTime/Early,OnTime/Early,Very Slow,Neutral,Fast"
"70258,campinas,SP,2018-03-20 19:12:25,2018-03-22 02:55:42,2018-03-23 18:17:52,2018-03-27 13:42:50,2018-04-02,5,,,2018-03-28 00:00:00,2018-03-30 17:30:39,2018-03-28 02:55:42,34.49,8.82,55.0,3072.0,10.0,200.0,1,boleto,1,43.31,praia grande,SP,health_beauty,Beauty & Health,4312.0,13,7,4,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"32633,goiania,GO,2018-03-01 23:35:30,2018-03-01 23:49:01,2018-03-02 18:52:15,2018-03-22 15:11:17,2018-03-23,4,,,2018-03-23 00:00:00,2018-03-23 22:52:43,2018-03-07 23:49:01,449.0,51.85,60.0,766.0,1.0,8161.0,1,credit_card,5,500.85,curitiba,PR,housewares,Home & Garden,61200.0,22,21,20,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral"
"55304,americana,SP,2018-04-14 19:36:30,2018-04-15 19:31:20,2018-04-16 22:21:07,2018-04-19 22:48:40,2018-05-15,5,,,2018-04-20 00:00:00,2018-04-22 19:07:31,2018-04-19 19:31:01,69.49,13.61,39.0,604.0,4.0,250.0,1,credit_card,5,83.1,blumenau,SC,computers_accessories,Electronics,2580.0,31,5,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"38328,brusque,SC,2018-03-16 14:56:18,2018-03-16 15:09:42,2018-03-19 19:28:23,2018-04-04 20:58:44,2018-04-10,1,,produto cortina nao veio e agora?,2018-04-05 00:00:00,2018-04-06 00:53:27,2018-03-22 15:09:42,31.9,34.13,39.0,220.0,1.0,650.0,1,credit_card,1,119.34,ibitinga,SP,bed_bath_table,Furniture,9750.0,25,19,16,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"55838,nova bandeirantes,MT,2018-02-19 18:15:37,2018-02-21 06:10:15,2018-02-27 18:17:03,2018-03-14 06:48:22,2018-03-28,3,,recomendo,2018-03-14 00:00:00,2018-03-15 13:24:03,2018-03-05 03:31:43,144.41,26.29,47.0,956.0,1.0,140.0,1,boleto,1,341.4,sarandi,PR,computers_accessories,Electronics,4312.0,37,23,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"56225,rio bonito,RJ,2017-11-10 11:57:49,2017-11-10 12:10:49,2017-11-17 20:28:48,2017-11-24 20:16:59,2017-12-06,5,,,2017-11-25 00:00:00,2017-11-26 11:25:41,2017-11-17 12:10:49,49.9,15.17,49.0,664.0,3.0,680.0,1,credit_card,1,65.07,sao paulo,SP,computers_accessories,Electronics,5922.0,26,14,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"35132,ilicinea,MG,2017-08-08 10:23:10,2017-08-10 03:16:09,2017-08-11 16:01:21,2017-08-24 20:19:49,2017-08-30,4,,,2017-08-25 00:00:00,2017-08-31 12:35:34,2017-08-16 03:16:09,89.9,15.38,54.0,245.0,1.0,1383.0,1,boleto,1,105.28,ibitinga,SP,bed_bath_table,Furniture,20000.0,22,16,13,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast"
"100870,sao paulo,SP,2017-10-17 23:24:35,2017-10-17 23:49:10,2017-10-24 21:32:16,2017-10-27 20:50:07,2017-11-03,5,,Feliz com o atendimento e rapidez obrigado,2017-10-28 00:00:00,2017-10-28 23:34:28,2017-10-23 23:49:10,22.0,11.85,60.0,913.0,1.0,300.0,1,credit_card,1,135.4,assis,SP,pet_shop,Home & Garden,6859.0,17,10,3,Late,OnTime/Early,Neutral,Fast,Very Fast"
"68456,porto velho,RO,2018-04-02 12:50:49,2018-04-03 08:09:01,2018-04-04 21:58:23,2018-05-05 16:51:54,2018-05-07,4,,,2018-05-06 00:00:00,2018-05-07 02:20:06,2018-04-09 08:09:01,279.9,24.46,49.0,443.0,2.0,350.0,1,credit_card,1,304.36,sumare,SP,watches_gifts,Electronics,4693.0,35,33,31,OnTime/Early,OnTime/Early,Slow,Slow,Slow"
"107571,aruja,SP,2018-05-21 23:50:13,2018-05-22 03:15:27,2018-05-23 12:55:00,2018-05-24 20:31:49,2018-05-29,5,Boa qualidade,Produto chegou antes do prazo.,2018-05-25 00:00:00,2018-05-27 23:55:48,2018-05-24 03:15:27,49.9,7.39,36.0,412.0,5.0,150.0,1,credit_card,3,57.29,sao paulo,SP,fashion_bags_accessories,Fashion,1600.0,8,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"75690,lagoa santa,MG,2017-08-28 08:47:13,2017-08-28 08:55:21,2017-09-06 21:52:24,2017-09-12 20:51:54,2017-09-19,4,,muito bom eu tenho comercio aqui gostaria de saber se você vende em atacado.se vende qual a porcentagem obrigado. ,2017-09-13 00:00:00,2017-09-18 13:23:05,2017-09-01 08:55:21,149.0,15.79,58.0,1068.0,4.0,863.0,1,credit_card,5,164.79,jacarei,SP,health_beauty,Beauty & Health,5544.0,22,15,6,Late,OnTime/Early,Neutral,Fast,Very Fast"
"103294,rio das pedras,SP,2018-05-13 18:19:47,2018-05-13 18:32:25,2018-05-15 06:25:00,2018-05-18 17:42:42,2018-06-04,5,,,2018-05-19 00:00:00,2018-05-20 18:17:38,2018-05-17 18:31:22,94.06,41.42,60.0,3748.0,1.0,5900.0,1,credit_card,4,135.48,treze tilias,SC,drinks,Food & Drinks,43120.0,22,5,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"12368,curitiba,PR,2018-06-21 23:51:47,2018-06-23 01:15:50,2018-06-27 10:56:00,2018-07-03 17:38:32,2018-07-23,5,Máximo ,Entrega dentro do prazo ,2018-07-04 00:00:00,2018-07-05 05:00:05,2018-06-29 01:15:50,69.9,27.44,60.0,689.0,3.0,1400.0,1,credit_card,1,97.34,ponte nova,MG,auto,Electronics,27000.0,32,12,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"3653,santo andre,SP,2018-08-05 16:31:22,2018-08-05 17:04:14,2018-08-07 08:26:00,2018-08-08 23:32:08,2018-08-30,2,,,2018-08-09 00:00:00,2018-08-12 12:53:30,2018-08-09 17:04:14,35.0,19.33,52.0,832.0,1.0,750.0,1,credit_card,10,193.32,sao paulo,SP,furniture_decor,Furniture,14000.0,25,3,1,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"86251,goiania,GO,2017-03-17 19:53:42,2017-03-17 19:53:42,2017-03-20 10:14:14,2017-04-03 16:00:07,2017-04-11,1,,,2017-04-04 00:00:00,2017-04-05 02:10:03,2017-03-23 19:53:42,99.99,33.0,47.0,1893.0,1.0,6050.0,1,credit_card,5,132.99,ilicinea,MG,garden_tools,Furniture,8000.0,25,17,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"69929,suzano,SP,2017-12-07 17:49:20,2017-12-07 18:20:32,2017-12-09 15:22:42,2017-12-13 21:48:44,2017-12-26,5,,,2017-12-14 00:00:00,2017-12-17 20:06:36,2017-12-13 18:20:32,29.9,8.11,56.0,389.0,1.0,300.0,1,credit_card,1,114.03,piracicaba,SP,health_beauty,Beauty & Health,1200.0,19,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"95851,nova lima,MG,2017-07-29 01:18:55,2017-07-29 01:30:14,2017-07-31 17:47:05,2017-08-08 21:06:20,2017-08-22,5,,,2017-08-09 00:00:00,2017-08-12 03:57:00,2017-08-03 01:30:14,59.9,15.17,34.0,198.0,3.0,100.0,1,credit_card,1,75.07,ribeirao preto,SP,telephony,Electronics,3360.0,24,10,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"101229,witmarsum,SC,2017-10-24 14:48:53,2017-10-25 02:28:28,2017-10-25 19:37:57,2017-11-09 19:03:30,2017-12-01,5,,,2017-11-10 00:00:00,2017-11-11 16:29:35,2017-10-31 02:28:28,29.9,44.43,28.0,641.0,4.0,150.0,1,boleto,1,74.33,sete lagoas,MG,pet_shop,Home & Garden,1584.0,38,16,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"19949,sao bento do sul,SC,2018-07-28 13:12:26,2018-07-31 04:05:40,2018-08-01 12:23:00,2018-08-07 14:04:08,2018-08-21,5,,,2018-08-08 00:00:00,2018-08-08 22:22:08,2018-08-06 04:05:40,43.9,18.41,56.0,788.0,3.0,300.0,1,boleto,1,62.31,sao paulo,SP,sports_leisure,Entertainment,2112.0,24,10,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"48908,sao roque,SP,2018-01-26 07:37:31,2018-01-26 07:50:21,2018-01-26 19:08:43,2018-02-05 19:06:11,2018-02-26,4,,,2018-02-06 00:00:00,2018-02-06 22:31:38,2018-02-01 07:50:21,49.99,15.1,58.0,321.0,2.0,150.0,1,credit_card,1,65.09,porto alegre,RS,toys,Entertainment,4096.0,31,10,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"24653,para de minas,MG,2017-12-20 19:20:25,2017-12-22 02:39:37,2017-12-22 18:28:29,2018-01-03 14:07:22,2018-01-22,1,,""Este foi o pedido"
"Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)"
Vendido e entregue targaryen
"Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG"",2018-01-04 00:00:00,2018-01-10 09:52:57,2017-12-29 02:39:37,35.9,5.77,60.0,644.0,1.0,300.0,1,boleto,1,137.85,sao paulo,SP,baby,Fashion,4096.0,33,14,12,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"60746,curitiba,PR,2017-11-18 14:27:34,2017-11-18 14:35:27,2017-11-20 17:57:15,2017-11-25 12:12:19,2017-12-12,1,,""RECEBI PARCIAL, O TONER 85 A NÃO VEIO"",2017-11-26 00:00:00,2017-11-27 10:43:08,2017-11-23 14:35:27,175.5,23.48,60.0,274.0,1.0,867.0,1,credit_card,7,750.49,vendas@creditparts.com.br,PR,computers_accessories,Electronics,7650.0,24,7,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"12456,brasilia,DF,2018-03-21 20:20:40,2018-03-21 20:35:36,2018-03-27 20:33:27,2018-04-02 22:18:27,2018-04-11,1,,Me entregaram uma mochila em vez do esterilizador !! ,2018-04-03 00:00:00,2018-04-03 18:39:28,2018-03-27 20:35:36,112.33,15.8,54.0,699.0,1.0,1277.0,1,credit_card,10,128.13,aparecida de goiania,GO,auto,Electronics,20250.0,21,12,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"84821,taubate,SP,2017-11-23 21:38:59,2017-11-23 22:07:55,2017-11-24 23:18:34,2017-11-29 20:26:45,2017-12-13,5,,,2017-11-30 00:00:00,2017-12-04 14:35:11,2017-11-29 22:07:55,49.0,13.37,56.0,348.0,2.0,1550.0,1,credit_card,1,2.37,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,20,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"58778,campo grande,MS,2017-12-14 02:29:21,2017-12-14 02:38:23,2017-12-14 16:22:33,2017-12-27 22:40:58,2018-01-10,5,,,2017-12-28 00:00:00,2017-12-29 02:50:31,2017-12-20 02:38:23,30.9,15.79,59.0,181.0,3.0,100.0,1,credit_card,4,46.69,brasilia,DF,computers_accessories,Electronics,1408.0,27,13,13,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"22193,aracaju,SE,2017-03-30 09:01:48,2017-03-30 09:15:17,2017-04-10 16:03:56,2017-04-24 08:52:18,2017-05-08,4,,,2017-04-28 00:00:00,2017-04-28 18:28:18,2017-04-10 09:15:17,58.99,20.4,58.0,1593.0,1.0,300.0,1,credit_card,1,79.39,sao paulo,SP,sports_leisure,Entertainment,3600.0,39,25,14,OnTime/Early,OnTime/Early,Slow,Slow,Fast"
"15834,franca,SP,2018-02-12 15:08:50,2018-02-12 15:28:01,2018-02-14 18:04:29,2018-03-08 12:25:31,2018-03-07,5,,Produto com ótimo preço!,2018-03-09 00:00:00,2018-03-09 15:12:13,2018-02-16 15:28:01,107.0,12.25,35.0,1058.0,1.0,350.0,1,credit_card,1,119.25,ribeirao preto,SP,sports_leisure,Entertainment,4913.0,23,24,22,OnTime/Early,Late,Neutral,Neutral,Neutral"
"89381,macaubas,BA,2018-01-05 16:15:14,2018-01-05 16:27:49,2018-01-11 15:58:59,2018-03-02 22:58:53,2018-02-26,1,,Nunca tive uma experiência de compra tão ruim quanto essa. O produto não foi entregue no prazo. Ficou preso não sei onde. As aulas do meu filho iniciou há uma semana. Tive que comprar outra mochila. ,2018-02-28 00:00:00,2018-02-28 11:10:32,2018-01-16 16:27:49,129.0,18.0,55.0,382.0,5.0,5700.0,1,credit_card,11,167.94,campo limpo paulista,SP,stationery,Books & Stationery,31920.0,52,56,50,OnTime/Early,Late,Very Slow,Very Slow,Very Slow"
"8193,rio de janeiro,RJ,2017-10-04 23:44:53,2017-10-06 13:14:23,2017-10-09 19:13:32,2017-10-14 16:37:29,2017-10-27,5,,,2017-10-15 01:00:00,2017-10-16 15:26:40,2017-10-13 13:14:23,89.9,15.39,56.0,701.0,5.0,750.0,1,credit_card,7,105.29,sao paulo,SP,furniture_decor,Furniture,9900.0,23,10,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"13467,sao paulo,SP,2017-04-19 20:41:13,2017-04-19 20:50:19,2017-04-20 14:47:34,2017-05-10 10:33:43,2017-05-11,5,,Produto ótimo muito pontuais ótimo atendimento ,2017-05-11 00:00:00,2017-05-11 22:23:08,2017-04-26 20:50:19,363.0,16.71,35.0,283.0,1.0,11200.0,1,credit_card,7,379.71,divinopolis,MG,auto,Electronics,8100.0,22,21,20,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral"
"80871,tangara da serra,MT,2017-04-21 11:38:51,2017-04-21 11:50:17,2017-04-24 09:36:32,2017-05-09 10:43:18,2017-05-24,5,,,2017-05-10 00:00:00,2017-05-11 12:35:52,2017-04-28 11:50:17,179.9,21.71,55.0,292.0,1.0,450.0,1,credit_card,8,201.61,campinas,SP,perfumery,Beauty & Health,2760.0,33,18,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"98185,sao paulo,SP,2017-12-18 08:18:42,2017-12-18 09:18:32,2017-12-19 20:58:01,2017-12-22 19:56:50,2018-01-15,5,,Muito bom,2017-12-23 00:00:00,2017-12-25 22:25:27,2017-12-22 09:18:32,19.9,12.48,52.0,240.0,1.0,1050.0,1,credit_card,1,97.14,maringa,PR,electronics,Electronics,2376.0,28,4,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"34766,sao paulo,SP,2018-02-05 18:03:36,2018-02-05 18:15:47,2018-02-06 17:33:00,2018-02-15 23:08:50,2018-03-01,1,,""No status esta dizendo que ja foi entregue, agora cade o produto??"",2018-02-16 00:00:00,2018-02-16 22:04:53,2018-02-09 18:15:47,109.9,5.62,53.0,236.0,2.0,1975.0,1,credit_card,5,230.52,ibitinga,SP,bed_bath_table,Furniture,16523.0,24,10,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"14774,belo horizonte,MG,2018-08-10 16:05:40,2018-08-10 16:15:17,2018-08-10 15:18:00,2018-08-15 19:04:02,2018-08-27,5,Ótimo produto!,""Além de um ótimo produto o prazo foi insuperável!"
"Entrega em 4 dias!!!"",2018-08-16 00:00:00,2018-08-17 09:46:13,2018-08-16 16:15:17,189.0,17.51,39.0,1571.0,3.0,1100.0,1,credit_card,4,206.51,indaiatuba,SP,auto,Electronics,13320.0,17,5,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"5910,marilia,SP,2017-12-08 06:22:33,2017-12-08 07:01:42,2017-12-08 22:22:22,2017-12-16 00:18:33,2018-01-04,4,,,2017-12-17 00:00:00,2017-12-19 14:09:24,2017-12-15 06:31:38,75.0,16.16,44.0,903.0,6.0,2600.0,1,credit_card,1,91.16,sao paulo,SP,furniture_decor,Furniture,15000.0,27,8,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"50551,mafra,SC,2017-09-22 13:54:06,2017-09-22 14:29:34,2017-09-25 15:52:39,2017-10-03 18:16:11,2017-10-20,5,,,2017-10-04 00:00:00,2017-10-11 17:12:16,2017-09-28 14:29:07,99.99,17.95,54.0,1012.0,1.0,1200.0,1,credit_card,6,117.94,sao paulo,SP,cool_stuff,Fashion,15750.0,28,11,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"45922,juiz de fora,MG,2018-05-22 21:20:12,2018-05-23 00:17:05,2018-05-24 13:56:00,2018-06-11 22:04:59,2018-06-20,1,,Comprei duas unidades do produto e só veio uma. Não consigo atendimento.,2018-06-12 00:00:00,2018-06-13 14:17:59,2018-05-29 00:17:05,169.4,23.77,51.0,373.0,1.0,1754.0,3,voucher,1,150.0,ibitinga,SP,bed_bath_table,Furniture,20328.0,29,20,18,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"85375,salvador,BA,2017-11-24 17:09:16,2017-11-24 20:52:18,2017-11-28 22:03:50,2017-12-23 14:58:45,2017-12-20,1,,""Não posso classificar ainda, pois não recebí o produto...aguardando!!"",2017-12-21 00:00:00,2017-12-21 03:53:28,2017-11-30 20:52:18,49.0,19.66,58.0,340.0,2.0,1500.0,2,credit_card,2,30.67,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,26,29,25,OnTime/Early,Late,Slow,Slow,Slow"
"42225,santa rosa,RS,2017-11-03 12:49:17,2017-11-03 13:06:50,2017-11-07 22:21:39,2017-11-16 20:42:53,2017-11-29,3,,Comprei 2 unidades e recebi apenas 1 unidade!!,2017-11-17 00:00:00,2017-11-18 18:45:51,2017-11-09 13:06:50,60.0,8.09,53.0,729.0,1.0,600.0,1,credit_card,1,136.18,foz do iguacu,PR,bed_bath_table,Furniture,18000.0,26,13,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"63808,santana do mundau,AL,2018-07-31 23:31:44,2018-08-02 05:30:58,2018-08-02 15:05:00,2018-08-11 07:28:31,2018-08-29,3,Bom,Loja boa!,2018-08-12 00:00:00,2018-08-14 14:13:05,2018-08-08 05:05:18,599.0,66.44,60.0,2659.0,3.0,650.0,1,boleto,1,665.44,timbo,SC,consoles_games,Electronics,15000.0,29,11,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"22318,teresopolis,RJ,2017-08-10 19:36:31,2017-08-12 02:50:20,2017-08-16 20:07:45,2017-08-28 20:45:48,2017-09-01,5,,,2017-08-29 00:00:00,2017-08-30 00:54:27,2017-08-17 02:50:20,99.7,12.83,48.0,1781.0,1.0,400.0,1,boleto,1,112.53,sao joao del rei,MG,sports_leisure,Entertainment,4752.0,22,18,12,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast"
"48187,goiania,GO,2018-01-14 14:09:10,2018-01-14 14:16:30,2018-01-15 15:47:03,2018-01-20 12:48:15,2018-02-16,5,,,2018-01-21 00:00:00,2018-01-21 15:34:30,2018-01-25 14:16:30,69.99,15.25,34.0,867.0,2.0,500.0,1,voucher,1,85.24,sao paulo,SP,toys,Entertainment,4180.0,33,6,5,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"30932,uberaba,MG,2018-04-27 15:20:46,2018-04-28 13:15:22,2018-04-30 14:08:00,2018-05-07 18:12:47,2018-05-24,5,,,2018-05-08 00:00:00,2018-05-10 13:59:13,2018-05-04 13:15:22,63.72,31.1,55.0,1589.0,4.0,1700.0,1,credit_card,2,94.82,itajai,SP,housewares,Home & Garden,15225.0,27,10,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"20598,sao paulo,SP,2018-01-22 11:03:41,2018-01-23 03:36:53,2018-01-23 18:42:00,2018-02-01 17:38:03,2018-02-19,1,,""Produto não foi entregue , foi entregue somente 1 envelope que dentro tinha um panfleto loja , não estou querendo enganar ninguém , só não sei oque aconteceu , caso não receber simples não compro mais"",2018-02-02 00:00:00,2018-02-04 23:37:54,2018-01-29 03:36:53,24.99,15.1,35.0,401.0,1.0,1300.0,1,boleto,1,80.18,rio do sul,SC,sports_leisure,Entertainment,8000.0,28,10,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"95405,lauro de freitas,BA,2017-08-20 14:14:16,2017-08-20 14:30:24,2017-08-22 17:10:54,2017-09-02 15:42:29,2017-09-22,1,,,2017-09-03 00:00:00,2017-09-04 13:39:10,2017-08-25 14:30:24,25.0,112.43,60.0,345.0,4.0,150.0,1,credit_card,8,137.43,jacarei,SP,telephony,Electronics,960.0,33,13,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"39344,santos,SP,2018-06-06 15:17:39,2018-06-06 15:34:23,2018-06-07 13:54:00,2018-06-16 14:44:41,2018-07-12,1,Entrega incompleta,""Comprei quatro cobertores, entregaram um. "",2018-06-17 00:00:00,2018-06-19 18:13:09,2018-06-14 15:30:54,38.99,13.71,54.0,634.0,1.0,800.0,1,credit_card,1,210.8,ibitinga,SP,bed_bath_table,Furniture,6400.0,36,10,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"20667,aguas de sao pedro,SP,2017-07-02 19:40:54,2017-07-04 04:45:11,2017-07-05 15:16:31,2017-07-18 12:18:18,2017-07-21,5,,""Bom, sempre compro da lannister e NUNCA tive problemas com entrega... Quanto ao produto era o que queríamos, já conheço a marca ;) "",2017-07-19 00:00:00,2017-07-19 19:23:06,2017-07-10 04:45:11,229.0,13.94,51.0,477.0,5.0,850.0,1,boleto,1,242.94,ribeirao preto,SP,sports_leisure,Entertainment,6732.0,19,16,13,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast"
"18550,batatais,SP,2018-03-19 17:39:48,2018-03-19 17:55:36,2018-03-20 19:12:13,2018-03-29 23:13:22,2018-04-13,5,,,2018-03-30 00:00:00,2018-04-09 17:45:23,2018-03-23 17:55:36,87.9,13.74,56.0,859.0,1.0,353.0,1,credit_card,1,101.64,maringa,PR,sports_leisure,Entertainment,5520.0,25,10,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"15655,sao lourenco do sul,RS,2017-05-11 20:10:56,2017-05-11 20:22:19,2017-05-17 15:27:01,2017-05-23 14:07:45,2017-06-02,1,,""Conforme anuncio, comprei """"creatina universal 200gr+200gr"""", porém veio somente um pote de 200gr e uma """"coqueteleira"""", estou aguardando o outro pote com 200gr..."",2017-05-24 00:00:00,2017-05-28 15:16:10,2017-05-17 20:22:19,69.9,15.24,37.0,737.0,1.0,442.0,1,credit_card,4,85.14,jau,SP,sports_leisure,Entertainment,5168.0,22,12,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"30334,paraisopolis,MG,2017-06-13 15:50:59,2017-06-13 18:23:17,2017-06-19 16:48:46,2017-06-26 11:56:31,2017-07-06,5,,Ok,2017-06-27 00:00:00,2017-06-29 19:10:06,2017-06-19 18:23:17,37.0,15.1,60.0,130.0,1.0,600.0,1,credit_card,1,104.2,sao paulo,SP,housewares,Home & Garden,11000.0,23,13,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"36076,rio de janeiro,RJ,2017-09-12 15:35:32,2017-09-12 15:50:18,2017-09-15 15:52:43,2017-09-25 17:26:49,2017-09-29,5,,,2017-09-26 00:00:00,2017-09-26 22:24:51,2017-09-18 15:50:18,175.0,15.98,55.0,317.0,1.0,20600.0,1,credit_card,2,190.98,ibitinga,SP,bed_bath_table,Furniture,16875.0,17,13,10,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"52054,quatro barras,PR,2018-04-21 12:11:02,2018-04-24 18:34:12,2018-04-23 18:46:51,2018-04-26 19:25:45,2018-06-06,2,,,2018-04-27 00:00:00,2018-05-02 01:48:56,2018-04-26 12:30:41,169.99,13.27,40.0,1456.0,1.0,2425.0,1,credit_card,8,416.44,sao paulo,SP,cool_stuff,Fashion,16530.0,46,5,3,OnTime/Early,OnTime/Early,Very Slow,Very Fast,Very Fast"
"95225,rio de janeiro,RJ,2018-08-10 19:34:43,2018-08-10 19:45:22,2018-08-13 11:57:00,2018-08-17 14:38:53,2018-08-31,5,,,2018-08-18 00:00:00,2018-08-19 01:06:15,2018-08-14 19:45:22,119.99,15.94,51.0,419.0,1.0,350.0,1,credit_card,4,135.93,itapecerica da serra,SP,telephony,Electronics,1056.0,21,7,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"41221,blumenau,SC,2018-08-21 15:19:04,2018-08-21 15:30:38,2018-08-21 14:36:00,2018-08-24 12:03:31,2018-09-06,5,,,2018-08-25 00:00:00,2018-08-28 17:27:41,2018-08-23 15:30:27,56.99,19.59,49.0,381.0,1.0,850.0,1,credit_card,2,76.58,ibitinga,SP,bed_bath_table,Furniture,18000.0,16,3,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"95273,vitoria,ES,2017-05-15 22:00:45,2017-05-17 04:05:26,2017-05-17 11:44:43,2017-05-26 18:07:03,2017-06-08,5,,,2017-05-27 00:00:00,2017-05-29 23:01:40,2017-05-23 04:05:26,49.0,15.1,61.0,440.0,1.0,250.0,1,boleto,1,64.1,santos,SP,telephony,Electronics,1512.0,24,11,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"51452,sao miguel do gostoso,RN,2018-01-15 16:33:51,2018-01-17 03:38:27,2018-01-17 15:39:03,2018-02-01 17:49:51,2018-02-26,4,,Será muito bem utilizado nas produções audiovisuais ,2018-02-02 00:00:00,2018-02-02 22:29:11,2018-01-23 03:38:27,149.9,34.85,51.0,1141.0,4.0,393.0,1,boleto,1,184.75,salto,SP,cool_stuff,Fashion,1666.0,42,17,15,OnTime/Early,OnTime/Early,Very Slow,Neutral,Fast"
"4801,volta redonda,RJ,2017-01-21 08:50:04,2017-01-21 09:05:14,2017-01-23 11:06:28,2017-02-02 16:12:11,2017-02-22,4,,""Foi conforme ,o combinado."",2017-02-03 00:00:00,2017-02-04 11:58:59,2017-01-27 08:50:04,99.9,17.44,59.0,205.0,1.0,1300.0,1,credit_card,1,117.34,ibitinga,SP,furniture_decor,Furniture,13600.0,32,12,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"33765,sao paulo,SP,2018-08-03 20:08:42,2018-08-03 20:23:57,2018-08-04 09:11:00,2018-08-07 14:14:41,2018-08-13,5,,,2018-08-08 00:00:00,2018-08-13 02:43:30,2018-08-07 20:23:57,49.9,15.45,60.0,356.0,1.0,4400.0,1,credit_card,1,65.35,belo horizonte,MG,kitchen_dining_laundry_garden_furniture,Furniture,26973.0,10,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
